total_points,total_duration,difficulty_1,difficulty_2,difficulty_3,valid
4,11,12,25,21,0
17,29,19,38,8,1
24,51,4,52,24,0
29,37,0,23,2,0
29,51,39,37,3,0
6,34,13,7,0,1
18,39,29,29,2,1
12,9,23,33,6,1
28,35,3,6,2,0
7,12,32,29,24,0
26,17,36,4,8,0
29,24,27,6,0,0
18,28,25,1,4,1
22,31,28,6,21,0
26,55,38,57,11,0
3,42,37,53,3,0
17,26,0,24,2,1
28,52,10,50,30,0
1,16,37,60,19,0
6,51,10,14,10,0
13,27,40,4,14,0
18,2,24,12,20,1
10,26,7,38,30,0
11,10,28,45,1,1
21,34,19,8,0,0
18,51,13,0,28,0
19,41,17,29,20,1
2,42,40,32,19,0
30,33,26,44,5,0
11,31,22,5,19,1
15,25,33,44,28,0
16,12,19,4,26,0
19,2,36,25,1,0
30,16,23,39,29,0
28,52,0,33,22,0
9,37,17,31,17,1
15,39,31,21,5,0
28,32,38,22,8,0
15,20,15,53,1,0
13,45,13,9,20,1
21,24,3,56,27,0
10,42,6,59,12,0
4,53,24,19,20,0
13,38,27,30,4,1
29,34,28,22,4,0
4,25,14,49,4,1
6,13,20,55,21,0
11,19,31,10,12,0
4,1,27,1,10,1
2,46,30,22,1,0
16,29,5,5,12,1
25,16,0,19,8,0
30,11,10,28,1,0
21,40,38,11,18,0
4,4,28,52,30,0
13,33,34,39,0,0
1,13,14,41,16,1
28,41,40,57,6,0
21,30,26,60,21,0
19,54,27,2,3,0
23,22,11,58,5,0
27,52,4,36,3,0
4,49,4,46,19,0
30,9,37,40,23,0
20,22,25,5,12,1
28,19,27,25,11,0
0,29,23,56,10,0
21,52,34,27,17,0
3,50,35,32,29,0
19,40,31,18,8,0
10,44,28,46,26,0
20,29,29,49,29,0
17,2,8,31,1,1
1,52,5,41,16,0
24,1,35,32,2,0
18,39,34,16,0,0
3,6,3,22,25,0
3,26,40,18,1,0
11,18,37,6,29,0
5,55,28,31,13,0
1,25,4,28,17,1
3,14,19,55,11,0
0,19,36,53,3,0
11,22,0,18,29,0
27,14,30,57,28,0
24,12,29,50,5,0
19,25,13,39,6,1
19,1,25,17,5,1
14,43,21,47,13,1
27,34,29,38,3,0
12,37,33,28,3,0
1,54,38,40,29,0
6,49,2,7,7,0
19,30,23,25,25,0
3,32,12,29,29,0
2,18,30,36,24,0
11,21,36,52,21,0
6,22,10,5,23,0
15,33,20,4,10,1
6,8,9,46,30,0
17,13,26,36,25,0
26,55,0,26,8,0
1,2,15,2,17,1
12,34,7,27,26,0
25,19,5,12,7,0
22,50,9,11,8,0
2,18,38,57,22,0
11,9,7,52,7,0
17,11,9,60,14,0
24,43,40,52,12,0
2,14,30,45,9,1
25,6,7,34,7,0
2,34,2,32,3,1
11,39,0,22,23,0
19,0,13,23,19,1
14,13,0,20,9,1
2,30,11,40,26,0
20,1,17,9,17,1
27,1,35,37,22,0
19,36,39,9,6,0
10,7,6,10,19,1
21,33,24,59,8,0
4,33,8,17,26,0
17,55,37,45,23,0
20,16,33,20,1,0
6,10,3,46,20,1
3,49,8,41,15,0
17,30,7,40,13,1
6,4,5,14,9,1
4,38,36,32,20,0
19,25,21,16,11,1
28,0,18,14,22,0
7,39,24,54,11,0
6,24,31,25,2,0
10,41,40,58,9,0
2,30,20,54,24,0
16,26,22,16,15,1
18,50,26,50,18,0
6,18,8,47,2,1
22,2,5,28,21,0
12,21,27,28,15,1
13,39,10,45,21,0
7,20,37,60,11,0
0,32,23,47,9,1
17,51,19,14,28,0
30,46,9,14,7,0
2,46,21,42,12,0
19,19,2,21,27,0
28,41,0,36,9,0
6,1,10,59,23,0
13,14,8,22,5,1
25,7,4,55,3,0
6,21,32,58,4,0
21,48,9,21,29,0
6,42,26,4,10,1
0,47,15,1,5,0
2,16,26,21,21,0
9,4,2,15,11,1
17,32,23,30,21,0
0,52,31,33,15,0
19,53,40,54,15,0
19,0,3,4,5,1
0,30,32,6,19,0
2,42,19,17,28,0
12,35,40,47,25,0
27,55,19,57,3,0
21,13,25,11,29,0
14,55,31,33,28,0
23,50,20,60,10,0
0,43,1,40,15,1
25,19,30,3,3,0
12,17,23,54,4,0
27,41,12,9,5,0
13,42,36,42,26,0
30,14,29,33,2,0
16,4,30,34,6,1
11,26,33,28,23,0
16,24,21,6,22,0
3,9,33,48,15,0
8,46,39,28,16,0
22,1,31,52,2,0
16,41,34,23,18,0
13,43,25,25,13,1
9,4,24,48,27,0
13,0,10,39,3,1
26,17,14,19,8,0
22,9,39,37,25,0
29,9,30,18,4,0
23,14,1,0,4,0
19,43,24,31,17,1
22,41,17,30,24,0
0,19,33,58,11,0
8,8,29,59,11,0
7,2,28,27,10,1
3,38,15,14,6,1
13,41,22,36,28,0
15,6,28,56,12,0
6,25,28,40,3,1
16,17,22,22,2,1
29,14,7,15,15,0
6,23,7,39,1,1
21,31,29,59,25,0
6,9,37,39,20,0
30,5,5,44,14,0
11,51,7,54,13,0
10,28,8,14,19,1
24,1,11,29,16,0
25,29,17,48,1,0
10,54,39,26,9,0
11,55,22,34,24,0
9,44,22,13,7,1
19,10,1,21,26,0
6,26,17,32,30,0
2,36,5,51,9,0
28,48,33,13,15,0
20,42,27,0,2,1
25,37,8,31,18,0
29,54,6,49,30,0
1,16,4,60,26,0
8,48,11,5,7,0
22,42,16,9,10,0
24,25,33,32,19,0
9,47,12,30,19,0
7,8,7,20,28,0
4,0,28,59,16,0
16,32,11,37,14,1
15,9,38,36,24,0
20,48,13,28,9,0
7,53,40,39,15,0
11,22,3,23,12,1
22,5,0,58,25,0
5,46,1,24,21,0
27,32,27,21,2,0
29,9,5,24,21,0
17,12,18,37,22,0
1,55,2,37,21,0
14,21,12,2,26,0
28,38,19,23,2,0
26,53,7,23,23,0
2,12,26,12,20,1
1,13,27,47,16,1
10,43,28,57,13,0
26,20,11,58,23,0
12,53,17,14,0,0
27,15,32,16,21,0
23,11,16,47,26,0
16,31,23,8,17,1
2,12,4,50,29,0
29,23,32,20,7,0
3,7,9,48,18,1
22,16,31,59,15,0
5,2,39,3,2,0
11,18,25,14,16,1
26,34,6,42,8,0
0,52,13,38,5,0
22,55,36,35,14,0
19,1,12,58,24,0
0,37,18,60,12,0
11,38,18,17,23,0
18,5,33,33,14,0
26,51,30,60,22,0
12,11,6,54,17,0
16,30,25,52,3,0
10,12,9,10,2,1
24,6,20,30,23,0
13,43,4,20,27,0
9,2,8,35,9,1
12,53,29,18,0,0
13,15,1,1,19,1
6,9,0,47,1,1
28,40,10,9,21,0
16,29,12,41,21,0
24,30,38,49,15,0
7,22,37,58,30,0
21,9,38,6,5,0
27,49,36,42,27,0
25,44,25,23,7,0
21,49,38,27,15,0
30,21,3,33,13,0
26,13,20,33,18,0
23,14,5,56,5,0
11,40,22,44,19,1
2,12,31,32,6,0
9,54,29,23,18,0
15,20,28,10,19,1
23,4,21,6,23,0
17,19,18,28,5,1
7,17,4,57,17,0
16,40,36,38,27,0
27,0,32,29,1,0
3,16,37,0,8,0
12,0,15,21,30,0
12,26,29,31,22,0
30,15,33,42,9,0
19,22,22,51,17,0
15,28,1,27,26,0
23,33,19,3,22,0
0,6,9,7,23,0
20,1,38,8,11,0
2,34,11,18,15,1
17,54,31,0,0,0
4,36,30,53,29,0
19,35,19,54,30,0
3,10,28,50,5,1
24,20,4,47,5,0
10,13,2,20,19,1
0,0,26,35,11,1
14,31,27,22,1,1
30,21,30,42,18,0
5,36,25,9,0,1
10,2,31,7,20,0
9,22,29,6,6,1
16,23,27,3,22,0
2,8,39,5,20,0
2,11,32,52,11,0
24,28,13,2,11,0
21,3,15,28,0,0
20,20,30,56,6,0
13,29,19,55,7,0
7,3,29,56,14,0
21,48,25,12,0,0
20,0,24,17,3,1
30,41,31,24,22,0
18,4,0,49,28,0
0,54,8,34,28,0
16,51,4,1,5,0
10,23,29,24,9,1
4,24,16,23,16,1
24,10,9,58,26,0
20,14,21,54,11,0
12,50,3,42,13,0
22,46,0,18,9,0
13,11,23,24,14,1
15,40,6,4,24,0
16,25,25,50,14,1
20,36,17,27,9,1
25,9,33,53,18,0
8,10,27,24,5,1
1,34,28,0,5,1
8,48,14,47,10,0
6,0,6,14,0,1
25,5,38,31,11,0
0,35,36,39,5,0
5,49,8,5,9,0
12,41,29,13,28,0
23,30,12,53,24,0
13,2,27,32,20,1
24,29,33,9,5,0
10,1,38,51,7,0
15,21,20,13,18,1
9,7,31,34,23,0
8,13,18,54,0,0
8,41,21,10,1,1
22,8,4,49,3,0
16,21,28,18,30,0
3,49,12,7,17,0
19,5,17,26,16,1
15,50,11,21,10,0
23,41,2,32,26,0
28,23,6,34,5,0
6,26,36,33,8,0
6,7,9,18,18,1
22,2,9,38,5,0
15,53,20,27,22,0
12,48,34,27,26,0
12,41,18,9,17,1
1,7,33,2,18,0
15,41,29,41,0,1
24,50,23,2,14,0
8,19,23,21,29,0
13,5,31,2,16,0
2,36,40,25,11,0
15,3,0,19,3,1
17,30,34,56,19,0
0,6,22,58,26,0
17,39,35,23,23,0
22,0,39,42,15,0
14,39,13,15,10,1
0,55,20,19,24,0
21,45,5,31,29,0
5,37,1,36,10,1
21,44,21,14,16,0
21,22,32,20,17,0
29,51,5,57,14,0
7,46,10,26,30,0
5,25,28,23,5,1
20,49,3,0,29,0
17,38,6,37,10,1
16,4,29,5,9,1
5,0,10,19,28,0
8,22,39,12,9,0
8,42,15,26,30,0
1,7,29,34,18,1
3,37,8,9,4,1
17,47,21,21,29,0
5,29,5,52,19,0
25,18,33,1,17,0
30,37,18,48,0,0
20,43,1,6,16,1
23,53,18,23,0,0
4,24,6,20,4,1
9,21,3,21,0,1
26,41,11,23,27,0
11,52,9,9,14,0
29,36,9,45,8,0
8,16,12,20,2,1
28,17,40,9,19,0
26,7,17,6,28,0
3,0,12,26,1,1
6,6,11,55,18,0
21,7,13,25,10,0
6,36,18,28,16,1
24,7,31,27,23,0
5,46,23,37,27,0
13,44,19,36,18,1
21,13,12,25,9,0
16,36,26,16,17,1
18,39,36,24,6,0
12,37,13,23,5,1
12,11,38,17,25,0
17,40,37,42,4,0
27,54,19,30,26,0
1,27,31,45,14,0
12,18,37,51,25,0
15,42,17,46,17,1
9,27,2,13,16,1
7,8,31,30,30,0
19,39,0,57,28,0
9,41,19,29,2,1
26,28,7,41,3,0
12,24,4,59,17,0
8,1,21,19,15,1
17,9,29,26,2,1
7,48,38,25,29,0
18,13,7,18,1,1
6,55,36,47,12,0
28,12,0,4,29,0
6,30,28,10,19,1
26,2,38,45,3,0
7,1,40,56,14,0
28,48,4,8,10,0
16,30,37,60,8,0
6,44,7,51,1,0
28,37,3,6,0,0
28,53,26,16,6,0
21,23,29,45,20,0
26,43,39,57,15,0
21,42,20,46,4,0
5,2,4,52,25,0
7,6,14,25,10,1
3,25,27,51,10,0
19,49,35,21,26,0
23,48,40,25,5,0
4,2,18,12,1,1
26,45,23,41,18,0
6,29,36,38,24,0
10,20,22,20,8,1
17,47,19,20,8,0
22,38,27,12,9,0
25,52,35,36,18,0
14,55,36,7,3,0
21,22,30,27,22,0
14,44,16,58,9,0
5,0,30,21,16,1
21,47,21,9,2,0
24,54,20,9,20,0
17,45,24,20,1,1
27,26,10,13,12,0
29,37,39,37,28,0
19,48,22,50,25,0
22,10,37,58,27,0
19,0,8,27,7,1
27,42,19,2,6,0
10,29,10,42,22,0
27,24,18,11,18,0
0,26,27,20,9,1
12,51,34,42,11,0
0,48,36,20,12,0
8,54,11,14,11,0
25,37,19,5,15,0
9,7,27,2,1,1
15,29,16,59,19,0
30,21,21,17,22,0
10,32,27,31,26,0
11,46,23,5,29,0
23,1,2,1,19,0
20,4,26,39,4,1
5,47,11,28,9,0
0,0,20,5,24,0
20,18,2,44,26,0
25,45,38,35,29,0
2,45,30,6,19,1
22,49,27,44,2,0
20,11,38,50,8,0
1,22,18,53,7,0
26,31,37,5,26,0
16,34,28,38,9,1
30,19,31,29,1,0
11,27,3,5,11,1
13,46,14,49,8,0
28,22,38,26,9,0
0,13,11,60,21,0
11,6,29,41,10,1
20,48,39,2,24,0
0,19,6,58,7,0
23,37,27,39,2,0
19,9,10,8,8,1
26,34,1,15,25,0
3,49,8,45,0,0
16,21,19,50,2,1
19,31,20,44,30,0
23,41,39,36,21,0
12,35,38,29,3,0
19,22,19,35,21,0
11,21,14,44,26,0
27,18,38,3,15,0
1,25,34,28,18,0
17,44,39,56,28,0
16,22,32,60,18,0
1,55,2,30,18,0
21,0,1,28,3,0
14,51,35,52,17,0
1,46,24,28,25,0
27,44,37,10,1,0
11,45,40,0,18,0
12,40,11,15,7,1
16,15,35,32,27,0
22,12,3,46,9,0
15,41,18,28,12,1
24,6,15,5,3,0
1,11,7,3,0,1
17,21,20,36,4,1
12,46,4,20,17,0
10,52,27,15,18,0
12,49,7,33,13,0
5,10,15,1,26,0
11,52,10,20,25,0
25,23,27,4,12,0
4,34,21,7,2,1
16,23,10,4,22,0
10,40,17,42,4,1
19,14,0,44,7,1
18,50,14,58,3,0
26,17,7,33,11,0
7,7,25,52,6,0
21,37,12,37,23,0
18,29,16,32,6,1
5,54,4,42,19,0
3,6,26,50,3,1
26,21,15,40,27,0
24,15,8,1,11,0
5,28,12,43,1,1
18,32,7,49,28,0
27,54,4,59,20,0
0,25,11,53,25,0
14,16,39,25,7,0
23,52,23,10,11,0
6,47,13,20,11,0
9,53,2,43,15,0
20,17,25,6,24,0
25,19,8,60,15,0
8,19,19,50,11,1
23,16,23,9,24,0
11,4,2,22,29,0
30,12,27,45,8,0
16,52,23,56,26,0
7,36,29,46,24,0
19,43,32,37,5,0
29,16,3,22,11,0
18,11,24,6,4,1
15,8,3,13,10,1
20,35,23,15,18,1
8,1,15,21,28,0
14,1,34,56,9,0
11,25,36,30,19,0
30,21,40,28,14,0
21,20,17,12,16,0
27,12,1,40,25,0
9,46,21,50,28,0
13,12,13,2,11,1
21,15,40,52,16,0
10,14,14,22,11,1
19,31,6,7,29,0
15,15,12,17,7,1
4,14,2,1,25,0
26,39,37,37,14,0
21,16,15,8,16,0
25,49,39,43,15,0
0,38,16,43,14,1
4,5,16,5,13,1
22,23,3,34,22,0
26,37,0,36,9,0
12,7,0,44,20,1
21,5,9,29,7,0
9,39,23,5,26,0
27,22,20,16,18,0
11,51,4,19,2,0
7,15,27,49,26,0
19,22,6,27,8,1
13,14,26,35,30,0
17,41,33,59,11,0
16,12,36,46,2,0
30,34,37,8,5,0
5,55,13,27,24,0
3,48,25,53,23,0
0,51,15,1,6,0
28,50,19,56,20,0
6,39,32,37,25,0
3,26,31,25,15,0
23,28,33,11,2,0
22,6,18,8,8,0
11,33,8,56,4,0
12,50,24,4,9,0
14,43,33,55,12,0
18,5,1,19,10,1
20,10,29,4,29,0
4,14,10,51,22,0
20,30,17,8,9,1
26,24,6,24,14,0
28,3,3,12,11,0
29,29,22,57,18,0
25,52,33,8,15,0
23,9,14,44,15,0
21,7,6,25,9,0
26,12,25,4,17,0
13,6,35,26,5,0
20,6,24,49,20,1
3,11,38,44,16,0
24,47,33,18,10,0
18,9,6,0,3,1
2,29,16,53,17,0
15,43,38,18,21,0
21,6,34,22,3,0
20,55,8,9,29,0
9,41,33,30,1,0
7,19,3,14,30,0
19,8,40,39,5,0
22,31,5,55,24,0
5,6,5,9,3,1
25,11,40,28,30,0
24,0,33,46,22,0
5,45,9,6,11,1
18,9,40,9,22,0
14,10,2,54,6,0
26,33,6,3,24,0
9,48,34,19,13,0
11,45,13,12,17,1
27,48,39,9,28,0
24,45,35,40,14,0
26,41,24,59,6,0
6,24,20,7,10,1
19,5,16,14,2,1
17,48,36,31,9,0
1,35,10,10,4,1
7,26,20,24,21,0
16,0,16,48,22,0
26,9,8,7,18,0
14,51,27,11,26,0
14,11,30,8,20,1
23,32,6,51,17,0
23,3,36,54,0,0
30,4,27,33,26,0
18,44,16,26,5,1
21,45,34,43,12,0
17,43,27,32,22,0
25,35,24,60,0,0
21,33,24,28,28,0
24,3,24,19,7,0
7,1,27,60,27,0
16,34,14,26,25,0
27,2,26,46,6,0
18,13,2,38,15,1
8,10,36,38,0,0
22,32,17,4,5,0
10,55,11,58,2,0
23,41,25,47,24,0
10,35,24,1,21,0
1,27,24,38,3,1
19,41,16,54,17,0
5,55,22,39,16,0
25,0,11,6,29,0
21,18,12,35,7,0
23,43,39,43,28,0
21,8,23,57,11,0
23,31,19,4,16,0
25,15,15,52,4,0
23,8,9,28,13,0
17,13,22,25,13,1
29,40,14,24,20,0
1,28,38,30,4,0
30,49,11,59,28,0
6,23,31,18,9,0
20,39,37,7,2,0
24,11,6,25,16,0
9,18,15,49,7,1
13,22,35,14,22,0
7,41,16,27,28,0
15,17,19,47,3,1
10,7,3,4,16,1
10,54,30,37,2,0
4,33,25,50,25,0
24,17,28,57,13,0
5,20,38,46,1,0
20,24,30,24,11,1
25,19,29,22,0,0
8,47,27,22,3,0
15,21,15,23,5,1
1,18,28,5,7,1
5,15,29,57,26,0
11,5,15,2,7,1
18,3,36,24,9,0
19,45,4,24,26,0
10,52,17,30,8,0
16,44,11,27,20,1
26,1,22,12,18,0
22,46,27,39,9,0
22,21,39,32,4,0
30,12,31,43,10,0
19,9,14,58,9,0
25,3,1,31,0,0
19,46,40,24,30,0
6,40,0,55,30,0
24,28,24,43,4,0
22,22,6,32,3,0
19,43,29,31,18,1
8,20,13,24,29,0
23,41,26,21,21,0
28,3,32,32,30,0
16,48,18,40,2,0
27,30,25,0,9,0
3,7,6,38,17,1
9,18,29,23,11,1
25,38,4,29,18,0
24,52,27,39,27,0
16,12,38,20,17,0
16,45,28,16,30,0
12,8,30,60,1,0
28,1,16,6,6,0
29,51,13,54,4,0
16,37,1,13,19,1
4,21,38,58,26,0
4,38,2,44,2,1
8,26,5,29,27,0
9,8,18,54,17,0
2,28,3,14,23,0
12,30,15,7,12,1
22,8,33,6,8,0
5,34,13,11,4,1
15,46,38,9,30,0
23,14,1,55,28,0
29,0,36,25,15,0
21,42,20,33,21,0
22,49,12,15,23,0
15,41,1,1,5,1
16,10,8,34,24,0
12,12,0,21,18,1
1,37,13,41,3,1
12,31,22,27,23,0
5,44,1,60,6,0
8,6,14,24,30,0
8,37,13,2,27,0
22,32,15,20,24,0
24,44,19,57,19,0
6,54,21,3,27,0
5,22,13,32,18,1
2,55,32,0,26,0
11,36,17,26,20,1
10,4,13,48,30,0
28,32,11,37,0,0
0,32,7,19,17,1
26,0,20,14,28,0
30,49,10,53,7,0
4,50,21,32,25,0
0,28,22,9,16,1
20,6,9,0,9,1
21,9,1,60,1,0
23,35,36,24,6,0
0,20,27,50,6,1
0,30,27,40,6,1
16,9,4,42,6,1
29,38,21,31,11,0
21,28,34,28,28,0
4,9,29,46,11,1
18,8,38,24,15,0
13,35,27,51,26,0
12,43,37,47,14,0
8,15,27,39,17,1
5,17,26,44,4,1
10,11,31,21,10,0
6,27,9,8,9,1
22,12,5,34,4,0
20,15,6,40,18,1
16,34,30,29,7,1
17,28,39,49,30,0
23,55,30,5,2,0
3,29,26,59,15,0
14,7,27,37,12,1
14,34,13,45,9,1
12,51,26,51,20,0
6,49,19,38,12,0
22,1,3,60,12,0
3,42,39,15,25,0
3,1,8,32,23,0
8,49,16,21,14,0
18,5,30,47,19,1
18,43,13,26,2,1
4,3,32,56,0,0
20,30,26,52,6,0
28,10,10,32,15,0
29,12,25,24,30,0
23,21,0,56,29,0
17,55,38,43,23,0
22,2,8,13,30,0
28,38,33,15,0,0
1,12,36,10,12,0
22,14,6,19,1,0
2,41,30,23,17,1
25,44,35,3,1,0
4,31,30,8,10,1
0,33,11,40,21,0
28,38,4,0,28,0
7,3,8,16,16,1
5,35,8,56,1,0
8,26,10,32,9,1
20,34,13,44,27,0
4,35,7,45,24,0
26,10,3,51,15,0
14,49,21,12,12,0
27,42,3,3,9,0
19,41,34,31,22,0
24,51,37,17,25,0
18,32,24,30,29,0
21,38,6,26,16,0
11,54,40,23,24,0
7,27,18,14,11,1
30,54,4,29,10,0
10,51,39,19,16,0
10,25,11,36,25,0
21,24,33,27,5,0
24,9,30,11,12,0
7,34,21,21,23,0
1,14,20,55,12,0
17,10,10,7,7,1
27,39,1,23,28,0
16,10,36,26,24,0
6,20,35,38,6,0
9,25,18,48,10,1
4,29,26,59,23,0
23,38,5,23,21,0
6,3,22,13,8,1
0,0,0,17,0,1
27,5,18,24,21,0
30,33,31,57,5,0
0,55,14,9,11,0
25,19,31,38,5,0
1,10,27,5,19,1
12,24,37,31,4,0
4,26,25,46,18,1
30,13,6,10,9,0
15,50,21,20,29,0
12,41,12,11,19,1
10,46,10,49,15,0
8,25,26,57,1,0
15,39,13,55,17,0
25,20,30,10,27,0
26,51,35,58,17,0
5,33,12,20,12,1
4,55,37,46,26,0
10,52,21,6,22,0
8,28,26,60,27,0
7,18,6,11,12,1
30,54,2,24,13,0
27,20,1,28,0,0
7,11,40,17,28,0
27,4,12,13,30,0
19,25,20,7,13,1
1,39,28,28,20,1
28,21,31,10,15,0
12,28,29,39,0,1
25,14,5,11,6,0
6,21,36,1,19,0
9,28,39,6,24,0
16,19,25,58,19,0
13,39,6,29,30,0
0,26,5,49,21,0
26,43,17,53,22,0
9,45,3,47,21,0
17,53,6,48,13,0
2,25,15,20,16,1
18,31,24,55,0,0
29,52,3,18,24,0
7,37,33,46,9,0
22,22,11,47,3,0
9,26,18,22,30,0
8,27,12,50,13,1
30,3,16,41,16,0
23,13,25,46,8,0
13,16,10,55,9,0
4,33,13,44,4,1
30,54,36,55,2,0
20,30,22,31,30,0
7,17,39,5,22,0
19,17,11,9,7,1
15,2,19,48,27,0
19,31,13,21,20,1
3,6,38,3,26,0
7,4,23,3,20,1
20,10,3,19,13,1
15,16,5,54,0,0
26,45,10,48,25,0
8,11,20,31,11,1
29,19,6,3,17,0
23,19,17,54,23,0
9,3,14,21,13,1
11,27,37,14,10,0
7,39,33,33,27,0
29,26,23,5,14,0
23,10,3,25,13,0
4,27,7,41,11,1
4,28,11,4,2,1
5,27,34,3,27,0
8,9,17,59,11,0
23,41,23,6,2,0
20,37,18,11,6,1
22,7,25,27,15,0
14,46,16,20,19,0
0,22,2,32,19,1
21,43,23,49,19,0
14,24,5,40,29,0
10,30,0,29,27,0
8,38,8,19,3,1
11,0,15,4,26,0
29,49,14,40,29,0
10,25,29,31,24,0
10,45,39,57,3,0
24,22,12,15,3,0
13,39,14,27,12,1
28,32,24,14,13,0
25,50,35,6,1,0
18,21,2,14,22,0
1,0,21,34,21,0
2,31,16,21,4,1
0,22,10,58,21,0
19,44,27,2,29,0
15,16,1,45,18,1
9,25,31,8,8,0
11,34,36,19,5,0
26,22,19,44,24,0
23,30,29,23,12,0
29,42,28,25,26,0
21,50,35,0,17,0
16,19,26,50,10,1
19,28,22,50,29,0
2,3,23,26,15,1
2,38,15,49,27,0
7,43,7,11,0,1
16,34,33,53,12,0
21,5,29,35,15,0
16,38,20,32,6,1
7,0,4,19,16,1
30,7,20,18,11,0
18,34,7,49,25,0
30,16,22,45,2,0
16,55,15,4,18,0
9,54,8,11,26,0
16,6,12,29,2,1
13,12,17,32,30,0
29,32,6,37,24,0
2,3,14,13,16,1
5,52,3,59,3,0
29,14,31,11,1,0
0,48,7,35,25,0
20,9,9,15,26,0
0,25,36,59,4,0
20,12,23,7,30,0
15,38,33,59,20,0
10,39,4,14,17,1
1,36,21,48,10,1
3,42,5,21,25,0
16,39,40,36,25,0
9,26,13,35,22,0
0,44,4,24,1,1
30,50,40,50,16,0
18,25,35,37,24,0
13,2,25,26,3,1
0,20,30,25,30,0
14,46,16,54,7,0
23,8,18,20,18,0
22,1,35,52,5,0
2,14,9,19,29,0
6,50,24,17,20,0
25,28,19,55,22,0
5,24,6,30,19,1
22,17,34,25,5,0
15,15,8,30,20,1
9,48,33,15,18,0
12,22,3,16,14,1
14,21,37,35,14,0
3,27,25,37,26,0
12,11,38,9,27,0
29,15,9,19,11,0
13,53,20,28,4,0
17,12,21,20,4,1
26,17,16,7,28,0
0,34,11,36,6,1
24,33,20,46,1,0
6,25,32,34,22,0
12,5,7,25,29,0
12,17,12,8,9,1
16,40,36,51,29,0
3,34,30,15,18,1
8,53,36,0,22,0
26,48,14,11,24,0
3,35,35,29,5,0
7,17,35,36,2,0
18,39,18,33,24,0
10,14,36,18,27,0
18,33,12,24,17,1
7,34,24,1,16,1
6,38,26,23,12,1
7,53,0,50,27,0
12,48,18,15,19,0
27,19,1,59,12,0
9,30,23,45,27,0
23,11,33,18,17,0
29,6,13,10,8,0
18,14,36,4,24,0
20,2,32,7,29,0
20,21,3,58,7,0
22,33,8,38,22,0
24,6,10,58,17,0
22,11,23,50,20,0
28,4,10,1,30,0
8,37,5,19,24,0
0,14,3,26,9,1
15,52,3,0,12,0
21,23,8,47,23,0
8,33,28,51,7,0
3,29,21,4,1,1
8,5,33,14,22,0
4,53,11,52,8,0
21,20,25,25,14,0
27,39,0,1,0,0
19,13,8,10,13,1
16,10,22,59,4,0
11,8,18,29,30,0
25,23,0,46,30,0
13,38,4,36,22,0
1,52,32,22,3,0
1,17,1,38,0,1
27,16,32,54,6,0
27,40,32,1,1,0
2,17,2,34,18,1
21,17,19,57,28,0
0,55,7,39,25,0
28,33,6,54,17,0
21,50,19,16,20,0
24,17,37,1,18,0
2,23,21,33,1,1
12,29,16,5,10,1
13,39,34,31,12,0
3,48,35,25,26,0
10,52,36,14,0,0
13,3,26,41,28,0
12,19,9,34,10,1
10,4,2,37,21,0
18,17,25,31,16,1
10,33,15,31,5,1
17,51,9,53,0,0
4,51,18,15,24,0
20,41,32,59,10,0
27,8,32,59,23,0
12,35,22,3,14,1
18,2,25,12,1,1
4,38,35,17,2,0
15,15,30,30,22,0
18,43,14,37,15,1
11,6,18,11,27,0
26,51,6,6,20,0
24,19,26,13,30,0
2,26,29,15,15,1
30,47,12,11,5,0
4,47,24,47,9,0
17,3,4,8,10,1
23,30,10,14,16,0
11,32,22,7,2,1
3,42,21,16,27,0
23,27,17,3,1,0
28,17,19,57,11,0
12,47,0,14,17,0
26,10,38,22,24,0
19,2,2,21,27,0
12,41,16,7,15,1
25,33,0,27,14,0
12,30,36,17,8,0
25,41,26,24,14,0
6,42,26,42,17,1
16,44,4,53,1,0
2,24,30,19,15,1
21,7,35,47,22,0
26,49,16,19,9,0
18,32,23,2,10,1
9,26,0,47,28,0
24,10,20,25,20,0
9,37,1,15,1,1
30,23,30,43,5,0
30,44,3,56,5,0
15,18,5,44,18,1
10,46,40,46,12,0
22,17,8,45,8,0
4,51,2,22,23,0
20,10,6,39,18,1
1,51,11,55,15,0
11,10,15,38,27,0
28,46,39,48,19,0
26,26,19,24,21,0
24,49,23,60,29,0
24,22,30,59,17,0
29,18,3,11,8,0
18,41,26,21,27,0
21,14,29,15,16,0
19,13,6,15,22,0
24,46,26,25,29,0
5,18,38,44,3,0
29,25,15,39,11,0
10,51,2,36,1,0
8,46,29,50,30,0
7,53,6,54,19,0
8,10,36,59,12,0
24,31,19,42,10,0
27,4,35,11,7,0
4,36,18,55,13,0
14,12,15,47,8,1
11,17,5,29,6,1
21,21,29,60,2,0
12,53,16,19,21,0
19,47,18,40,20,0
1,2,24,43,23,0
24,29,3,0,18,0
30,31,34,24,0,0
11,51,5,12,5,0
26,14,38,15,5,0
22,27,32,49,27,0
24,21,29,35,20,0
12,13,0,26,7,1
24,3,17,25,3,0
6,39,33,23,21,0
30,48,2,3,17,0
7,26,0,52,10,0
16,45,4,54,21,0
6,26,31,47,17,0
13,44,28,36,7,1
12,26,27,23,21,0
2,12,15,10,9,1
26,36,30,45,3,0
18,42,20,32,8,1
3,3,20,10,29,0
0,4,2,43,18,1
30,18,8,21,10,0
3,38,17,17,14,1
11,41,12,54,14,0
7,52,22,13,3,0
4,30,17,8,9,1
